subject,condition,window,start_seconds,engagement,alpha_gating,phase_organization,spatial_selectivity,asi_eeg
1,high,7,14,0.8375404897159542,0.44558410986438285,0.28104359398387274,0.12381407610816407,0.42199556741809346
1,high,8,16,0.9044116861345989,0.13584993817418597,0.14051285678686484,0.15708500881275297,0.3344648724771006
1,high,9,18,0.7562831434096087,0.5754687610020323,0.13159765068577187,0.05073932419690624,0.37852221982357975
1,high,10,20,0.8075473418524061,0.4092300571041409,0.3340868693233752,0.10115000113931254,0.41300356735480864
1,high,11,22,0.906309813638648,0.30933265117051606,0.16648302594587794,0.32008881539551615,0.4255535765376396
1,high,12,24,0.8724770676795639,0.18740070176376147,0.281589427751045,0.07909263703661472,0.35513995855774627
1,high,13,26,0.7463783235116692,0.2316261812935173,0.13991961228059008,0.22869513047650733,0.33665481189057095
1,high,14,28,0.11277731654493471,0.3052795222751465,0.09682547897360948,0.9504127928517161,0.3663237776613517
1,high,15,30,0.28568872289604424,0.9975273768433653,0.7113766508149462,0.09633172581623121,0.5227311190926467
1,high,16,32,0.23235502825777937,0.9872830476548461,0.9090983367135493,0.17425601222613735,0.575748106213078
1,high,17,34,0.8692067317624896,0.7149939923262593,0.3747821908260906,0.8530290302776602,0.703002986298125
1,high,18,36,0.8021233231981866,0.8593725627152534,0.502079906163577,0.9138027846682446,0.7693446441863154
1,high,19,38,0.21916697956435233,0.11342409215321998,0.3438461178298832,0.9044654277732995,0.39522565433018875
1,high,20,40,0.04923661897506698,0.5648366307272621,0.5408710198680822,0.7593010307102983,0.4785613250701774
1,high,21,42,0.06325971688903181,0.5240884609579891,0.4452171592515618,0.8216055615619663,0.46354272466513724
1,high,22,44,0.14622265056379533,0.35996843055816885,0.12953125584361747,0.3320974891349311,0.2419549565251282
1,high,23,46,0.7369142407074664,0.4750660349653768,0.23290097289141393,0.8705656477692398,0.5788617240833742
1,high,24,48,0.06174100871156337,0.9585022841752187,0.8578757959285896,0.2143380775605911,0.5231142915939907
1,high,25,50,0.03052681459876084,0.9567149647507573,0.8458341298383574,0.046786873076298925,0.4699656955660437
1,high,26,52,0.7307793983619492,0.32726497991716264,0.32178580818227137,0.09116933245837648,0.3677498797299399
1,high,27,54,0.33413319431185334,0.48189605410570735,0.4367237744613221,0.5544998879803262,0.45181322771480226
1,high,28,56,0.09692595866672948,0.3097859426509267,0.3622055117455911,0.4084882900736726,0.29435142578422996
1,high,29,58,0.604161833755829,0.21254065784111817,0.4650235728165097,0.20181183878110176,0.3708844757986397
1,high,30,60,0.5770037456748631,0.19554859612528913,0.26925186350989677,0.20388177143364575,0.31142149418592374
1,high,31,62,0.5849846016728418,0.2209572697842974,0.18568430117701176,0.45370214609592086,0.36133207968251796
1,high,32,64,0.24820514468566837,0.32739235344022577,0.44769283044352925,0.7301348174758594,0.43835628651132075
1,high,33,66,0.4065270835766384,0.4963228388680861,0.3442800007264669,0.19762526435151384,0.3611887968806763
1,high,34,68,0.4756306666368223,0.6870482130653288,0.4541194183014835,0.08971199046520392,0.4266275721172097
1,high,35,70,0.8621692358750794,0.2734571637761028,0.31676890536277985,0.1591172612640254,0.40287814156949686
1,high,36,72,0.7044302730419931,0.42636260899039213,0.24752002916777932,0.20968434236159567,0.3969993133904401
1,high,37,74,0.4788721483483447,0.19930675755767316,0.1416338114096632,0.1162132559460021,0.23400649331542078
1,high,38,76,0.0923644625575926,0.9837195811066363,0.6510426418622828,0.49609495575714946,0.5558054103209153
1,high,39,78,0.025915126187685617,0.9908543809909697,0.5644965251315982,0.7651264246778262,0.5865981142470199
1,high,40,80,0.15220413242679642,0.6571436837217716,0.6159507416901226,0.15315955084649752,0.394614527171297
1,high,41,82,0.8070340299627997,0.5358179934064841,0.5142449420716061,0.5934814768097898,0.61264461056267
1,high,42,84,0.7189373103354205,0.22305903743319846,0.30804179275300336,0.13019371081140585,0.34505796283325707
1,high,43,86,0.8342708773017719,0.20451095607977537,0.5117140564933325,0.16390356954837998,0.4285998648558149
1,high,44,88,0.8258921732929072,0.1199200640085384,0.3340104140931479,0.15615396543769042,0.358994154208071
1,high,45,90,0.77275423152241,0.49584884296399384,0.34086455901714363,0.7269901633600359,0.5841144492158958
1,high,46,92,0.808016304139552,0.5482820675255444,0.1647975711803165,0.7025660810528408,0.5559155059745634
1,high,47,94,0.7133857062495924,0.13658939510374662,0.31334621213250174,0.3763877011483426,0.3849272536585458
1,high,48,96,0.7051717049713752,0.18675397926499987,0.18458282850033528,0.43611896252995935,0.3781568688166674
1,high,49,98,0.9325642020063791,0.1924435404618484,0.1197625542312458,0.10220963268038802,0.3367449823449653
1,high,50,100,0.9305574070108279,0.08023403814641135,0.30079020641987675,0.11781864417607975,0.357350073938299
1,high,51,102,0.1769740436548716,0.7859405120070757,0.8968571317930042,0.26621770990211824,0.5314973493392674
1,high,52,104,0.07400725381472095,0.9769314623444977,0.68266399509639,0.1294316681336278,0.4657585948473091
1,high,53,106,0.23335040177654462,0.20024463369524576,0.470506172552969,0.12506637765373554,0.25729189641962374
1,high,54,108,0.6740885853535614,0.24944963428644243,0.765357528764541,0.09432809473700172,0.44580596078538665
1,high,55,110,0.7652921396621688,0.26991760436039725,0.4965559972711816,0.04662980302014744,0.3945988860784738
1,high,56,112,0.7823154516875592,0.23374637467830967,0.08570767459628903,0.07287919553948619,0.29366217412541107
1,high,57,114,0.146609104702067,0.46045320544876756,0.2795239832224582,0.8371915966762681,0.4309444725123902
1,high,58,116,0.13055993832255003,0.7303144539200669,0.4426241927633869,0.5576777706731576,0.4652940889197904
1,high,59,118,0.6736010499143591,0.21574403491355523,0.3541228618536267,0.1595765975959794,0.3507611360693801
1,high,60,120,0.007019712614014352,0.5663442367769821,0.9720982014117625,0.806290451052765,0.587938150463881
1,high,61,122,0.04052173101101588,0.14612431939293602,0.9607992339850723,0.9200410176338413,0.5168715755057164
1,high,62,124,0.3147911604957373,0.2792197554261537,0.6249272688048542,0.4172167697036333,0.4090387386075946
1,high,63,126,0.8610191949848848,0.5749067650151867,0.5407965323455185,0.6055734644786669,0.6455739892060642
1,high,64,128,0.6937938291107156,0.32262314137773523,0.445008906070495,0.04955618907249301,0.3777455164078597
1,high,65,130,0.7016682280330221,0.06421112540541486,0.37777278243727247,0.21048679102078263,0.338534731724123
1,high,66,132,0.8086642868948554,0.11494336848280501,0.28617578385239706,0.08021419616107006,0.3224994088477819
1,high,67,134,0.6871221936033599,0.1219498190445674,0.7609583505861941,0.09654440168840461,0.4166436912306315
1,high,68,136,0.6080630921393269,0.13947364139619298,0.11754158639374557,0.0975385302091416,0.24065421253460176
1,high,69,138,0.49372469913094635,0.12935371604407378,0.29064921678504635,0.12030786946377452,0.25850887535596023
1,high,70,140,0.5627276791692736,0.07217976011864048,0.36944292740757956,0.07430421804435282,0.2696636461849616
1,high,71,142,0.6970070242301428,0.06803982517937839,0.14409268283770996,0.08042733236538341,0.24739171615315364
1,high,72,144,0.568616367092178,0.2828180297257473,0.3965515196450368,0.04493082223135972,0.32322918467358047
1,high,73,146,0.0690023636196912,0.9146609364226546,0.8435738097774977,0.27161431575602996,0.5247128563939684
2,rest,0,0,0.6461675924779027,0.49260817367673976,0.15845359417349092,0.96694226299461,0.5660429058306858
2,rest,1,2,0.6786725670983146,0.48202918316842225,0.6157407988794886,0.9378888589856869,0.678582852032978
2,rest,2,4,0.7841478428737502,0.5114740381308939,0.1106471708960377,0.5054029117876951,0.4779179909220942
2,rest,3,6,0.5092856485081952,0.6555278576280069,0.25201001403594364,0.7908651860832305,0.551922176563844
2,rest,4,8,0.45156212337082957,0.6600664245941206,0.643650910026443,0.5860878960107466,0.5853418385005349
2,rest,5,10,0.6400009146510723,0.496661150358194,0.8530151269545475,0.23675011430841403,0.5566068265680569
2,rest,6,12,0.5152630029676202,0.4096742845482396,0.3834696638567803,0.3649410333877972,0.4183369961901093
2,rest,7,14,0.5552556833274277,0.4505652075296659,0.5182785969054876,0.510660074883902,0.5086898906616207
2,rest,8,16,0.5918668354867386,0.4050367880072613,0.6616646755312169,0.48082169124231733,0.5348474975668835
2,rest,9,18,0.5974098494901341,0.45789204929054295,0.22601318573874407,0.3747378131179826,0.4140132244093509
2,rest,10,20,0.7477098026842245,0.6275626061608454,0.5597678854788154,0.3392240567395261,0.5685660877658528
2,rest,11,22,0.4563019460317345,0.6341138120209424,0.6830231200423731,0.6411425614287829,0.6036453598809582
2,rest,12,24,0.7700306018358979,0.6295964877665615,0.32760249982330425,0.721707685778703,0.6122343188011167
2,rest,13,26,0.705773964353699,0.504980273519191,0.2521520809502507,0.26338000853723625,0.4315715818400942
2,rest,14,28,0.780568463122675,0.5419332283371012,0.580808677654121,0.34900202001741437,0.5630780972828279
2,rest,15,30,0.7921563320029816,0.9018502507554464,0.8386274367271133,0.8531780451031532,0.8464530161471737
2,rest,16,32,0.7308175913235945,0.8152966289711423,0.8810859622288495,0.556185959850975,0.7458465355936403
2,rest,17,34,0.8758634727015354,0.5519828922464821,0.3279334147462298,0.5467520983439844,0.5756329695095579
2,rest,18,36,0.2835589133232082,0.9173963783910345,0.9618894540431977,0.24083749170806204,0.6009205593663757
2,rest,19,38,0.113056751216532,0.8978770365247624,0.5739819175719011,0.4048486010769248,0.49744107659753006
2,rest,20,40,0.5496972445106681,0.18737361757620727,0.2215105526532253,0.8758550562827692,0.45860911775571744
2,rest,21,42,0.6348683478335699,0.31901212505213283,0.41119579420378316,0.3459987784572225,0.4277687613866771
2,rest,22,44,0.20718708420065562,0.25139485415925944,0.3554176835826434,0.6630354294214768,0.3692587628410088
2,rest,23,46,0.2693529540927445,0.326514302860944,0.31885404001064005,0.7430859745831956,0.414451817886881
2,rest,24,48,0.41175476884311624,0.927850240291761,0.5769864214605958,0.39963161857497437,0.5790557622926118
2,rest,25,50,0.4166278293098382,0.9283473362129256,0.3309677067371072,0.48468503918265077,0.5401569778606304
2,rest,26,52,0.7214279136267292,0.6709718746032485,0.14683333954065814,0.881606755107058,0.6052099707194234
2,rest,27,54,0.564886815915112,0.34900583329596796,0.7829734787687285,0.38917254661128037,0.5215096686477723
2,rest,28,56,0.666126108885202,0.42584421314661774,0.3517592472095838,0.826010858011429,0.5674351068132082
2,rest,29,58,0.6650962637051597,0.4822597159878121,0.33664973820009947,0.6324950678213586,0.5291251964286074
2,rest,30,60,0.16776907033562238,0.2265047046604406,0.45576794096573686,0.6891604639910166,0.38480054498820415
2,rest,31,62,0.3261979706276013,0.45927123268936776,0.5375898395073546,0.7371365192598522,0.515048890521044
2,rest,32,64,0.47209505956601433,0.2949065334771364,0.676089880897402,0.6840214814167523,0.5317782388393263
2,rest,33,66,0.656235988745577,0.5631638984060472,0.6923587995409604,0.45534881037906144,0.5917768742679115
2,rest,34,68,0.5458226314034909,0.5589995999180297,0.24560953071999395,0.32968091891658546,0.420028170239525
2,rest,35,70,0.5314429632259656,0.5033388496418061,0.4704852731640477,0.4549787454058342,0.4900614578594134
2,rest,36,72,0.8615381570614496,0.32241365673549505,0.4931167459031875,0.36363713594351055,0.5101764239109107
2,rest,37,74,0.33871622703472487,0.30356301393873647,0.41622349795341196,0.661980135710725,0.4301207186593996
2,rest,38,76,0.14259128994045553,0.60649849220211,0.49447808152354683,0.5045677276520291,0.4370338978295354
2,rest,39,78,0.44113991028221095,0.4057232057619153,0.12843096169973353,0.4954322723479709,0.36768158752295765
2,rest,40,80,0.6637300222112574,0.24570333382746498,0.5218130635437365,0.9854443179007292,0.604172684370797
2,rest,41,82,0.597235828936173,0.7960075071462978,0.5055219184764531,0.3017660492218672,0.5501328259451977
2,rest,42,84,0.4411818193379075,0.851942734132821,0.17905966136435184,0.34951936129514477,0.4554258940325563
2,rest,43,86,0.5637869396480144,0.2997959308207217,0.6722296343427943,0.6432186311388954,0.5447577839876064
2,rest,44,88,0.38831791893556006,0.2797733111495772,0.6200457702062265,0.9023331370287734,0.5476175343300342
2,rest,45,90,0.2789550323391209,0.3907007393685989,0.8534527202500748,0.7346261981452841,0.5644336725257697
2,rest,46,92,0.38082361621581595,0.32117699308080677,0.35381707039176685,0.5558192886927386,0.402909242095282
2,rest,47,94,0.5078217580303026,0.40788762444136756,0.3046914667602911,0.5371585449322845,0.43938984854106145
2,rest,48,96,0.17466082334410415,0.42813952604122196,0.5823888429317639,0.9280777620969143,0.528316738603501
2,rest,49,98,0.1673207305336816,0.34638603876798546,0.5732609927594934,0.7040696289638766,0.44775934775625925
2,rest,50,100,0.6382143162332954,0.33505908944119805,0.7505217110687694,0.5609557278826363,0.5711877111564747
2,rest,51,102,0.4198967606574648,0.3296458728792472,0.45488274328481926,0.6964200850190738,0.47521136546015125
2,rest,52,104,0.6321241916566133,0.8328587291646793,0.37892390977667223,0.3764886299345297,0.5550988651331236
2,rest,53,106,0.6134888969781119,0.6773523499134209,0.6309323142549782,0.37156107333975197,0.5733336586215657
2,rest,54,108,0.7251046998904584,0.646964244198242,0.2647092590215372,0.47573456180609885,0.528128191229084
2,rest,55,110,0.7634566782396409,0.4670404106102629,0.6104191172913217,0.3507139745089608,0.5479075451625466
2,rest,56,112,0.4921782419696976,0.8689843556506613,0.44615015517521117,0.3826419095549197,0.5474886655876224
2,rest,57,114,0.5204560805769162,0.7771371593384551,0.6315493329154336,0.49434905686994884,0.6058729074251884
2,rest,58,116,0.35434500415540243,0.5431343135997354,0.5950374751704968,0.7028931987018393,0.5488524979068685
2,rest,59,118,0.6113009435449173,0.30337565384694765,0.4330845860407884,0.5356358893322721,0.47084926819123135
2,rest,60,120,0.4799135998842906,0.455043222820165,0.793812112804364,0.244081797831815,0.49321268333515866
2,rest,61,122,0.15966558461899627,0.9755564112683515,0.6302925576054123,0.2678941618032098,0.5083521788239924
2,rest,62,124,0.23243191999439636,0.9625902845631051,0.49048533858013077,0.31223964944886357,0.4994367981466239
2,rest,63,126,0.24567636578901875,0.8989746907733066,0.46654583846498804,0.3129106114929235,0.4810268766300592
2,rest,64,128,0.46885133877541724,0.9593427731645492,0.8286339607119603,0.3242219725013172,0.645262511288311
2,rest,65,130,0.32118436649006127,0.6105578665986459,0.23566151765364007,0.33491599317661563,0.3755799359797407
2,rest,66,132,0.19075334817952536,0.44193990490666885,0.4284193720439417,0.3187563869241519,0.34496725301357195
2,rest,67,134,0.10549178729903347,0.3302266731673714,0.18913256592328212,0.7454067254050313,0.3425644379486796
2,rest,68,136,0.11272545686212158,0.2447007806583506,0.18799325094452343,0.7655938762938386,0.32775334118970856
2,rest,69,138,0.03939478703240227,0.9701238571494614,0.6548928836431719,0.3602728603854754,0.5061710970526277
2,rest,70,140,0.0380997449966343,0.9568406258786838,0.7882219357803188,0.2775874856106486,0.5151874480665714
2,rest,71,142,0.20372485478389823,0.40194889847891685,0.697382358921244,0.6717281255856351,0.49369605944242356
2,rest,72,144,0.23994586189299322,0.8735344877969059,0.8866108498233625,0.4886584101364277,0.6221874024124222
2,rest,73,146,0.46151717597730174,0.5932540306391917,0.7342990194947321,0.2544678496970814,0.5108845189520768
2,high,0,0,0.04441855764563188,0.7661257308673449,0.684413648279627,0.5925376663784262,0.5218739007927575
2,high,1,2,0.3970249174885019,0.902451594480691,0.9087983673917771,0.9700038297957533,0.7945696772891808
2,high,2,4,0.9343587113000861,0.6641170988292326,0.37058342490511365,0.9157237907941014,0.7211957564571334
2,high,3,6,0.9450543445168745,0.5222006281154578,0.7169912561368907,0.7488906443277528,0.733284218274244
2,high,4,8,0.8508631924325881,0.71908210775013,0.8237799128718553,0.9489118973312413,0.8356592775964536
2,high,5,10,0.4387725532255241,0.6088462900967593,0.5410536209624234,0.9310612084019301,0.6299334181716593
2,high,6,12,0.424024060051677,0.7586562877031982,0.5065176665575464,0.7448379921718493,0.6085090016210677
2,high,7,14,0.7756491004227317,0.5644456775256723,0.08608480386420612,0.7578672701685151,0.5460117129952813
2,high,8,16,0.7490585681101016,0.4903869578840885,0.34473113518468745,0.8282944655810061,0.6031177816899709
2,high,9,18,0.548795688938859,0.7338766549661716,0.7915673532888475,0.7407494843433926,0.7037472953843177
2,high,10,20,0.8360637973714694,0.7072792884547139,0.922489552688286,0.790731752747139,0.814141097815402
2,high,11,22,0.7823603965761771,0.6782456587375487,0.9338558193724864,0.6618977985274326,0.7640899183034111
2,high,12,24,0.8143550241760427,0.6695294074390201,0.8883821930165031,0.28616920232636206,0.664608956739482
2,high,13,26,0.5632702544946846,0.8665806002385835,0.862489316154061,0.8900059211168673,0.7955865230010492
2,high,14,28,0.6103057501521744,0.8667239413260185,0.5708689041742396,0.42610052427543277,0.6184997799819663
2,high,15,30,0.5905651561223276,0.820049517524142,0.6354104992476711,0.5586954927981973,0.6511801664230845
2,high,16,32,0.7973346116075405,0.6961630516831437,0.48786700887530887,0.9881183780135323,0.7423707625448814
2,high,17,34,0.9390858223743385,0.4444355154306098,0.4699772012405562,0.7568328930252688,0.6525828580176933
2,high,18,36,0.6722358069069008,0.5661176597452341,0.3579193970136459,0.9157542788765667,0.6280067856355869
2,high,19,38,0.7696581776360708,0.7797000268693636,0.3960276100272794,0.5472176165321523,0.6231508577662165
2,high,20,40,0.6101300590688375,0.6769002099737104,0.8377866865650168,0.4756363472032832,0.650113325702712
2,high,21,42,0.24402853661404422,0.7882397498710527,0.9858512412019796,0.36471822601323256,0.5957094384250773
2,high,22,44,0.34241178091564317,0.6508255943038808,0.3584065662519981,0.3945788639678501,0.436555701359843
2,high,23,46,0.3547845503993085,0.931262289854962,0.694698488104802,0.9971687216342642,0.7444785124983342
2,high,24,48,0.7122545988773018,0.9613758220121518,0.7266161512946411,0.9975273768433653,0.849443487256865
2,high,25,50,0.37895583970084273,0.8578431897720604,0.5892363611209706,0.2804702229474534,0.5266264033853318
2,high,26,52,0.6909395409106305,0.7387168951701577,0.7029179145330465,0.8003170681193724,0.7332228546833018
2,high,27,54,0.4206715271984039,0.7680450668622677,0.44195739678917473,0.846406992077134,0.6192702457317452
2,high,28,56,0.39598114791589534,0.574345623312437,0.6067671099607789,0.9315470445166135,0.6271602314264312
2,high,29,58,0.8141197572774506,0.5102990843871482,0.7124268693575495,0.857170775877844,0.723504121724998
2,high,30,60,0.5851553340245774,0.9020158842564246,0.9615999502977411,0.9953392387165928,0.861027601823834
2,high,31,62,0.8742253760929518,0.9265492155569174,0.9167763705606793,0.9863389270519541,0.9259724723156257
2,high,32,64,0.9756568248503684,0.7113266010663135,0.39267034165808645,0.8131508823680651,0.7232011624857084
2,high,33,66,0.6447533447080859,0.6503454107924579,0.704955263875903,0.9921993965592049,0.7480633539839129
2,high,34,68,0.43960466869836234,0.811773864935676,0.6690762965972991,0.8361543428402671,0.6891522932679011
2,high,35,70,0.7327778982167166,0.7138333229917492,0.5135520223708027,0.9906735062994179,0.7377091874696715
2,high,36,72,0.2314951429236851,0.8486103620979525,0.6318322588670608,0.611455178578385,0.5808482356167708
2,high,37,74,0.71552579627726,0.4137050269009671,0.6027822627158858,0.9791771886797589,0.677797568643468
2,high,38,76,0.34743038672933674,0.7428969224309587,0.8374493715668336,0.9964673820442249,0.7310610156928385
